Region,County,Gender,Age,Grade,Disability,Residence,SchoolType
Coast,Uasin Gishu,Male,7,One,Visual,Urban,Special
Western,Meru,Female,10,Three,Hearing,Urban,Integrated
Nyanza,Kisumu,Female,8,Two,Visual,Rural,Special
Nyanza,Kwale,Female,7,One,Visual,Urban,Integrated
Nyanza,Bomet,Female,10,One,Physical,Urban,Regular
Eastern,Uasin Gishu,Male,6,Two,Hearing,Urban,Integrated
Central,Lamu,Male,7,Three,Visual,Urban,Integrated
Rift Valley,Isiolo,Female,5,Pre-School,Physical,Urban,Integrated
Eastern,Uasin Gishu,Male,5,Pre-School,Hearing,Urban,Integrated
Nyanza,Nyamira,Female,5,Pre-School,Visual,Urban,Integrated
North Eastern,Mombasa,Male,5,Pre-School,Physical,Urban,Regular
Nyanza,Garissa,Female,6,Two,Physical,Urban,Regular
Western,Garissa,Male,9,One,Physical,Rural,Regular
Coast,Mandera,Male,8,Three,Physical,Urban,Regular
Rift Valley,Elgeyo Marakwet,Male,6,Three,Visual,Rural,Regular
Western,Samburu,Male,6,One,Hearing,Rural,Regular
Central,Taita Taveta,Male,8,Two,Physical,Urban,Integrated
Central,Tana River,Female,6,One,Hearing,Urban,Regular
North Eastern,Kisii,Female,9,One,Physical,Urban,Regular
Nairobi,Nyandarua,Female,9,Two,Visual,Urban,Regular
Eastern,Bungoma,Male,10,One,Physical,Urban,Regular
Nairobi,Machakos,Female,10,One,Visual,Urban,Integrated
Eastern,Makueni,Female,8,Two,Visual,Urban,Integrated
Rift Valley,Kisii,Female,10,Three,Physical,Urban,Integrated
Rift Valley,Baringo,Female,10,One,Physical,Urban,Regular
Central,Homa Bay,Male,10,Three,Physical,Rural,Integrated
Rift Valley,Siaya,Male,6,One,Hearing,Urban,Special
Rift Valley,Busia,Female,7,Three,Visual,Urban,Regular
Western,Nakuru,Male,8,One,Physical,Urban,Integrated
Western,Kisumu,Female,5,Pre-School,Visual,Rural,Integrated
Nyanza,Siaya,Female,6,Three,Physical,Urban,Regular
North Eastern,Uasin Gishu,Male,6,Three,Physical,Urban,Special
Eastern,Mandera,Female,5,Pre-School,Hearing,Urban,Regular
Nairobi,Migori,Female,5,Pre-School,Visual,Rural,Integrated
Western,Mandera,Female,5,Pre-School,Visual,Urban,Integrated
Central,Homa Bay,Female,7,One,Hearing,Urban,Integrated
Coast,Machakos,Female,7,Three,Physical,Rural,Integrated
Central,Uasin Gishu,Female,6,Two,Visual,Urban,Regular
Nyanza,Kisumu,Male,8,Two,Visual,Rural,Integrated
Western,Meru,Male,6,One,Hearing,Rural,Regular
Nairobi,Kirinyaga,Male,5,Pre-School,Physical,Urban,Regular
Rift Valley,Tharaka Nithi,Male,8,Three,Hearing,Urban,Integrated
Nyanza,Mandera,Male,8,One,Visual,Urban,Regular
North Eastern,Kericho,Male,9,Two,Visual,Rural,Integrated
Nairobi,Isiolo,Female,10,One,Hearing,Urban,Regular
Eastern,Wajir,Female,6,One,Hearing,Urban,Integrated
Rift Valley,Narok,Male,10,Three,Hearing,Rural,Regular
North Eastern,Nakuru,Male,6,Two,Visual,Urban,Integrated
Coast,Taita Taveta,Male,6,Three,Hearing,Urban,Special
Western,Mandera,Male,7,One,Physical,Rural,Regular
Rift Valley,Isiolo,Male,9,Three,Physical,Rural,Regular
Coast,Kitui,Female,6,Two,Physical,Rural,Regular
Eastern,Laikipia,Female,9,Two,Physical,Urban,Integrated
Western,Garissa,Female,5,Pre-School,Hearing,Urban,Integrated
Rift Valley,Nandi,Male,7,One,Physical,Urban,Integrated
Eastern,Tana River,Male,10,Three,Hearing,Rural,Regular
Eastern,Homa Bay,Male,6,Three,Physical,Urban,Integrated
North Eastern,Kwale,Female,7,One,Visual,Urban,Integrated
Central,Kisumu,Male,5,Pre-School,Visual,Urban,Regular
Rift Valley,Nyamira,Female,8,Two,Visual,Rural,Regular
Nyanza,Nairobi,Female,6,One,Visual,Urban,Integrated
Nairobi,Nyamira,Female,10,Two,Hearing,Urban,Integrated
Eastern,Baringo,Female,10,One,Physical,Urban,Integrated
Rift Valley,Mandera,Female,9,Three,Physical,Urban,Regular
Nairobi,Kakamega,Female,10,One,Hearing,Urban,Regular
Central,Samburu,Male,7,Three,Hearing,Rural,Special
North Eastern,Garissa,Male,5,Pre-School,Hearing,Rural,Integrated
Nairobi,Baringo,Female,10,Two,Physical,Urban,Regular
Eastern,Marsabit,Female,7,Two,Visual,Rural,Regular
Nairobi,Kwale,Female,10,Two,Visual,Urban,Integrated
Eastern,Nyamira,Female,9,One,Visual,Urban,Integrated
Western,Machakos,Female,9,One,Hearing,Urban,Integrated
Nyanza,Lamu,Male,5,Pre-School,Physical,Urban,Regular
Coast,Makueni,Male,6,Two,Autism,Urban,Integrated
Eastern,West Pokot,Male,5,Pre-School,Hearing,Urban,Regular
Rift Valley,Makueni,Male,10,Three,Hearing,Urban,Regular
Nyanza,Marsabit,Male,9,One,Visual,Urban,Regular
Central,Trans Nzoia,Female,5,Pre-School,Physical,Rural,Regular
Eastern,Migori,Male,8,Three,Physical,Urban,Integrated
Nyanza,Murang'a,Male,10,Three,Physical,Urban,Regular
Western,Nandi,Male,5,Pre-School,Hearing,Urban,Special
Eastern,Nakuru,Female,5,Pre-School,Hearing,Urban,Integrated
Coast,Busia,Female,10,One,Physical,Urban,Integrated
Central,Kirinyaga,Female,5,Pre-School,Visual,Urban,Regular
Eastern,Garissa,Male,6,Three,Physical,Urban,Special
Coast,Siaya,Female,9,One,Physical,Urban,Regular
Central,Trans Nzoia,Female,7,Three,Hearing,Urban,Integrated
Nairobi,West Pokot,Male,6,One,Physical,Rural,Regular
Eastern,West Pokot,Male,5,Pre-School,Hearing,Urban,Integrated
Eastern,Tharaka Nithi,Female,10,One,Visual,Urban,Regular
Central,Bungoma,Male,5,Pre-School,Hearing,Urban,Regular
Coast,Elgeyo Marakwet,Male,9,Two,Hearing,Urban,Integrated
North Eastern,Embu,Male,9,One,Visual,Urban,Integrated
North Eastern,Bungoma,Male,10,One,Physical,Rural,Integrated
Central,Narok,Male,6,One,Hearing,Urban,Regular
Nyanza,Kwale,Male,5,Pre-School,Autism,Urban,Regular
Nairobi,Marsabit,Female,10,One,Physical,Urban,Integrated
Rift Valley,Mandera,Female,8,One,Hearing,Rural,Regular
Nyanza,Nakuru,Female,10,Two,Visual,Urban,Special
Western,Kisumu,Male,8,Two,Hearing,Urban,Integrated
Western,Migori,Male,9,Two,Hearing,Urban,Regular
Eastern,Busia,Male,6,Three,Hearing,Urban,Integrated
Eastern,Embu,Male,6,Three,Visual,Rural,Integrated
North Eastern,Marsabit,Female,8,One,Visual,Urban,Regular
Central,Turkana,Male,5,Pre-School,Hearing,Urban,Regular
Western,Mandera,Female,8,One,Physical,Rural,Integrated
Eastern,Machakos,Female,9,One,Physical,Rural,Regular
Western,Vihiga,Female,8,Three,Visual,Urban,Integrated
Rift Valley,Garissa,Male,5,Pre-School,Visual,Urban,Integrated
Eastern,Migori,Female,8,One,Hearing,Urban,Regular
North Eastern,Kakamega,Male,10,Two,Hearing,Urban,Integrated
Rift Valley,Samburu,Male,6,Three,Physical,Urban,Regular
North Eastern,Makueni,Male,6,Two,Hearing,Urban,Special
Rift Valley,Makueni,Female,5,Pre-School,Hearing,Urban,Regular
Nairobi,Busia,Female,6,One,Physical,Urban,Special
Western,Nyeri,Female,6,Two,Physical,Urban,Integrated
North Eastern,Garissa,Male,7,One,Hearing,Urban,Integrated
Coast,Kisumu,Male,5,Pre-School,Visual,Urban,Integrated
Nyanza,Marsabit,Female,8,Two,Physical,Urban,Special
Nairobi,Vihiga,Male,10,Three,Autism,Urban,Integrated
Nairobi,Tharaka Nithi,Male,9,One,Visual,Urban,Regular
Eastern,Tharaka Nithi,Female,7,One,Visual,Rural,Special
Central,Machakos,Male,9,Three,Visual,Urban,Regular
Nyanza,Tana River,Male,6,Two,Autism,Urban,Regular
Coast,Samburu,Female,10,One,Visual,Rural,Regular
North Eastern,Siaya,Female,10,Three,Hearing,Urban,Regular
Coast,Elgeyo Marakwet,Female,10,Three,Visual,Urban,Regular
Central,Marsabit,Female,6,Three,Visual,Urban,Regular
Western,West Pokot,Male,5,Pre-School,Hearing,Urban,Regular
Rift Valley,Homa Bay,Male,10,Three,Autism,Urban,Regular
Eastern,Siaya,Female,6,Three,Hearing,Urban,Regular
Western,Makueni,Male,8,One,Visual,Urban,Special
Coast,Isiolo,Male,8,Three,Visual,Urban,Regular
Nyanza,Isiolo,Female,9,Two,Autism,Urban,Integrated
Eastern,Mombasa,Female,6,Three,Visual,Urban,Integrated
Eastern,Mombasa,Male,10,One,Visual,Urban,Integrated
Rift Valley,Narok,Male,8,Three,Physical,Urban,Special
Western,Bomet,Male,8,Three,Hearing,Urban,Special
Western,Nyandarua,Female,6,One,Visual,Rural,Integrated
Nairobi,Embu,Female,8,Two,Visual,Rural,Regular
North Eastern,Siaya,Female,8,One,Hearing,Urban,Special
Nairobi,Tharaka Nithi,Female,7,Three,Physical,Urban,Regular
Coast,Baringo,Male,8,Two,Visual,Urban,Regular
Western,Makueni,Male,9,Three,Visual,Urban,Integrated
Nairobi,Baringo,Male,10,Two,Visual,Urban,Integrated
Rift Valley,Wajir,Female,5,Pre-School,Hearing,Urban,Integrated
Rift Valley,Marsabit,Male,5,Pre-School,Physical,Urban,Regular
Eastern,Siaya,Male,5,Pre-School,Autism,Urban,Integrated
Central,West Pokot,Male,5,Pre-School,Hearing,Urban,Integrated
North Eastern,Nyandarua,Female,7,Two,Physical,Urban,Regular
Nairobi,Baringo,Male,5,Pre-School,Visual,Urban,Regular
Rift Valley,Meru,Female,6,Two,Physical,Urban,Regular
Eastern,Trans Nzoia,Male,8,Three,Hearing,Urban,Regular
Nyanza,Vihiga,Female,7,Two,Visual,Rural,Integrated
Coast,Kwale,Male,7,Three,Visual,Urban,Regular
Nyanza,Isiolo,Female,7,Three,Physical,Urban,Integrated
Eastern,Kisii,Male,6,Two,Autism,Urban,Regular
North Eastern,Nyeri,Male,5,Pre-School,Hearing,Urban,Regular
Rift Valley,Nyandarua,Male,8,One,Hearing,Urban,Integrated
Rift Valley,Wajir,Female,6,Three,Physical,Urban,Regular
Central,Uasin Gishu,Male,8,Two,Hearing,Urban,Integrated
Rift Valley,Busia,Female,7,Two,Visual,Urban,Regular
Western,Uasin Gishu,Male,9,One,Visual,Urban,Regular
Western,Mandera,Male,5,Pre-School,Hearing,Urban,Integrated
North Eastern,Homa Bay,Female,8,Three,Visual,Urban,Integrated
North Eastern,Bomet,Female,9,Two,Hearing,Rural,Special
Western,Trans Nzoia,Male,5,Pre-School,Physical,Urban,Integrated
Coast,Kilifi,Female,10,One,Physical,Urban,Integrated
Nyanza,Wajir,Female,8,Two,Hearing,Urban,Special
North Eastern,Kakamega,Male,10,Three,Hearing,Urban,Regular
Nairobi,Tharaka Nithi,Female,9,Two,Physical,Urban,Regular
Rift Valley,Kiambu,Female,8,Two,Physical,Urban,Integrated
Nyanza,Machakos,Male,7,Two,Hearing,Rural,Special
Central,Elgeyo Marakwet,Female,10,Two,Hearing,Urban,Regular
Western,Migori,Female,5,Pre-School,Hearing,Urban,Regular
Eastern,Tharaka Nithi,Female,10,Three,Visual,Rural,Regular
Nairobi,Trans Nzoia,Male,6,Two,Hearing,Urban,Integrated
Coast,Samburu,Female,7,Two,Visual,Urban,Regular
North Eastern,Embu,Female,9,One,Physical,Urban,Regular
Rift Valley,Kericho,Female,7,One,Visual,Urban,Integrated
Rift Valley,Isiolo,Female,5,Pre-School,Physical,Urban,Integrated
Coast,Laikipia,Female,6,Three,Visual,Urban,Regular
Nairobi,Nyamira,Male,6,One,Visual,Urban,Integrated
Eastern,Laikipia,Male,6,Three,Autism,Urban,Integrated
Nyanza,Nyandarua,Female,8,Two,Hearing,Urban,Regular
Nairobi,Trans Nzoia,Male,10,Two,Hearing,Urban,Regular
Rift Valley,Laikipia,Male,5,Pre-School,Physical,Urban,Integrated
Central,Samburu,Female,6,One,Physical,Urban,Regular
Western,Trans Nzoia,Female,6,Two,Hearing,Rural,Special
Central,Nyamira,Female,5,Pre-School,Hearing,Urban,Regular
Central,Busia,Male,10,One,Hearing,Urban,Regular
Rift Valley,Bomet,Female,10,One,Hearing,Urban,Integrated
North Eastern,Wajir,Male,7,Two,Visual,Urban,Regular
Rift Valley,Kiambu,Male,8,Three,Hearing,Rural,Integrated
North Eastern,Embu,Male,9,Two,Physical,Rural,Integrated
Central,Nyamira,Male,6,Two,Hearing,Urban,Integrated
North Eastern,West Pokot,Male,10,Two,Physical,Urban,Integrated
Nairobi,Bungoma,Female,5,Pre-School,Physical,Urban,Integrated
Coast,Mombasa,Female,8,Two,Physical,Rural,Integrated
Nairobi,Kakamega,Female,5,Pre-School,Hearing,Rural,Integrated
Eastern,Kisii,Male,8,One,Physical,Rural,Regular
Eastern,Kirinyaga,Female,10,One,Visual,Urban,Integrated
North Eastern,Laikipia,Female,9,Two,Visual,Urban,Regular
North Eastern,Kisumu,Male,5,Pre-School,Physical,Urban,Integrated
North Eastern,Turkana,Female,5,Pre-School,Hearing,Urban,Regular
Nairobi,Tharaka Nithi,Female,10,Two,Physical,Urban,Regular
Rift Valley,Kisumu,Female,7,Three,Visual,Rural,Regular
Eastern,Busia,Female,10,One,Visual,Urban,Regular
Coast,Marsabit,Male,9,One,Autism,Rural,Special
Eastern,West Pokot,Female,10,Three,Autism,Urban,Regular
North Eastern,Tharaka Nithi,Female,6,One,Hearing,Rural,Integrated
Eastern,Meru,Female,10,Two,Visual,Urban,Regular
Nairobi,Samburu,Male,9,Three,Hearing,Rural,Integrated
North Eastern,Vihiga,Female,6,Two,Physical,Rural,Regular
North Eastern,Tana River,Male,10,Two,Visual,Urban,Integrated
Rift Valley,Wajir,Male,7,Three,Physical,Urban,Integrated
North Eastern,Taita Taveta,Female,10,One,Visual,Rural,Special
Nyanza,Embu,Female,5,Pre-School,Autism,Urban,Regular
Eastern,Machakos,Male,10,Three,Visual,Urban,Special
Nairobi,Uasin Gishu,Male,7,Two,Physical,Urban,Regular
Nyanza,Taita Taveta,Male,9,One,Visual,Urban,Regular
North Eastern,Murang'a,Female,6,Two,Hearing,Urban,Regular
North Eastern,West Pokot,Female,7,Three,Hearing,Urban,Regular
Rift Valley,Turkana,Male,9,Two,Visual,Urban,Integrated
Central,Kakamega,Male,9,Two,Autism,Rural,Integrated
Rift Valley,Murang'a,Male,6,One,Physical,Rural,Integrated
Eastern,Tana River,Male,6,Two,Hearing,Urban,Regular
Eastern,Murang'a,Female,7,Three,Physical,Rural,Integrated
Eastern,Nyandarua,Male,10,Two,Hearing,Rural,Integrated
Western,Wajir,Male,7,One,Autism,Urban,Regular
Nyanza,Kitui,Male,9,Two,Hearing,Urban,Regular
Western,West Pokot,Female,9,One,Physical,Rural,Integrated
Eastern,Kakamega,Female,10,One,Visual,Urban,Special
Nairobi,Nairobi,Female,10,Two,Hearing,Urban,Regular
Nyanza,Trans Nzoia,Female,6,One,Hearing,Urban,Regular
Nyanza,Uasin Gishu,Male,10,Two,Physical,Urban,Integrated
Nyanza,Nandi,Female,5,Pre-School,Physical,Urban,Regular
Central,Taita Taveta,Male,5,Pre-School,Hearing,Rural,Integrated
Nairobi,Kilifi,Female,5,Pre-School,Physical,Rural,Integrated
North Eastern,Wajir,Male,9,Three,Autism,Rural,Integrated
Western,Kakamega,Male,10,Three,Physical,Urban,Regular
Western,West Pokot,Male,5,Pre-School,Autism,Urban,Integrated
Rift Valley,Trans Nzoia,Male,8,Three,Visual,Urban,Regular
Central,Kilifi,Female,5,Pre-School,Physical,Rural,Regular
Western,Kilifi,Male,8,Two,Visual,Rural,Special
Western,Kitui,Female,8,Two,Visual,Urban,Integrated
Rift Valley,Isiolo,Male,8,One,Visual,Urban,Regular
Nairobi,Nandi,Male,5,Pre-School,Hearing,Urban,Integrated
Nairobi,Nyandarua,Female,7,Two,Hearing,Urban,Integrated
Central,Kilifi,Female,10,One,Visual,Urban,Integrated
Nairobi,Garissa,Female,8,One,Visual,Urban,Integrated
Coast,Kwale,Female,6,Three,Visual,Urban,Regular
Nyanza,Lamu,Male,8,One,Visual,Urban,Integrated
Rift Valley,Kisumu,Female,5,Pre-School,Physical,Urban,Integrated
Central,Nandi,Male,7,Three,Physical,Rural,Regular
Rift Valley,Lamu,Female,9,One,Visual,Urban,Integrated
Nairobi,Kitui,Male,8,Three,Physical,Urban,Regular
North Eastern,Kwale,Male,9,Two,Visual,Urban,Integrated
Nairobi,Narok,Female,6,Two,Visual,Urban,Integrated
Western,Kilifi,Female,8,Two,Hearing,Urban,Regular
Coast,Nyandarua,Male,7,One,Hearing,Urban,Regular
Central,Kwale,Female,5,Pre-School,Hearing,Rural,Special
Eastern,West Pokot,Male,7,Two,Physical,Urban,Special
Coast,Kitui,Male,5,Pre-School,Autism,Urban,Integrated
Western,Bungoma,Female,8,One,Hearing,Urban,Regular
North Eastern,Kwale,Male,10,Three,Hearing,Urban,Integrated
Coast,Kisumu,Female,5,Pre-School,Physical,Urban,Regular
North Eastern,Kitui,Male,6,Two,Visual,Rural,Integrated
Nairobi,Garissa,Female,10,Two,Visual,Urban,Integrated
Coast,Makueni,Male,10,Two,Hearing,Urban,Integrated
North Eastern,Bomet,Male,5,Pre-School,Visual,Urban,Integrated
Central,Vihiga,Female,9,Three,Visual,Urban,Special
North Eastern,Garissa,Female,10,Three,Visual,Urban,Integrated
Western,Turkana,Male,6,One,Visual,Urban,Regular
Central,Baringo,Male,9,Two,Autism,Rural,Regular
Nyanza,Baringo,Male,9,Two,Hearing,Urban,Regular
Western,Kwale,Female,6,Two,Hearing,Urban,Integrated
Coast,Uasin Gishu,Male,9,Two,Visual,Urban,Integrated
Coast,Makueni,Female,7,One,Hearing,Urban,Regular
Eastern,Siaya,Male,6,Two,Physical,Rural,Integrated
Eastern,Kisumu,Male,7,One,Autism,Urban,Regular
Nyanza,Kitui,Male,6,One,Visual,Urban,Regular
Rift Valley,Homa Bay,Male,8,One,Hearing,Urban,Special
North Eastern,Isiolo,Female,10,Three,Visual,Urban,Integrated
Western,Migori,Male,9,One,Physical,Rural,Integrated
Eastern,Kisii,Female,5,Pre-School,Autism,Rural,Regular
Coast,Nyeri,Female,10,Three,Physical,Urban,Regular
Nairobi,West Pokot,Female,7,One,Visual,Urban,Integrated
Central,Isiolo,Female,8,Two,Physical,Rural,Regular
Nyanza,Makueni,Male,8,One,Visual,Urban,Special
Coast,Mandera,Female,9,One,Visual,Urban,Integrated
Central,Kilifi,Female,8,One,Visual,Rural,Integrated
Eastern,Trans Nzoia,Female,8,One,Physical,Rural,Special
Eastern,Kisumu,Female,10,Three,Physical,Urban,Regular
Central,Kwale,Male,7,One,Physical,Urban,Integrated
Nairobi,Nyamira,Female,5,Pre-School,Visual,Urban,Integrated
Nairobi,Bomet,Female,5,Pre-School,Visual,Urban,Integrated
Rift Valley,Busia,Female,10,Two,Physical,Urban,Integrated
Western,Kericho,Male,6,Three,Physical,Urban,Integrated
Nyanza,Nyandarua,Male,10,Three,Physical,Urban,Integrated
Nyanza,Machakos,Male,5,Pre-School,Physical,Urban,Regular
Eastern,Trans Nzoia,Female,10,One,Physical,Urban,Regular
Western,Samburu,Male,5,Pre-School,Hearing,Urban,Regular
Nairobi,West Pokot,Male,8,Three,Physical,Urban,Regular
Coast,Migori,Male,9,Two,Autism,Urban,Integrated
North Eastern,Narok,Male,6,One,Visual,Urban,Special
Coast,Lamu,Female,6,Two,Physical,Urban,Regular
North Eastern,Homa Bay,Female,7,One,Physical,Urban,Integrated
Nyanza,Wajir,Male,6,Two,Hearing,Urban,Special
Coast,Marsabit,Female,7,Two,Hearing,Urban,Regular
Western,Kisii,Female,7,Two,Physical,Urban,Integrated
Nyanza,Nyeri,Female,9,One,Visual,Urban,Regular
Rift Valley,Laikipia,Female,5,Pre-School,Physical,Rural,Integrated
Nyanza,Lamu,Female,8,Three,Visual,Rural,Regular
Nyanza,Lamu,Female,10,One,Physical,Urban,Regular
Western,Kericho,Female,6,Two,Visual,Urban,Regular
Nairobi,Bomet,Female,8,Three,Physical,Urban,Integrated
Eastern,Homa Bay,Female,7,One,Hearing,Rural,Integrated
Nyanza,Kwale,Female,7,Two,Visual,Rural,Integrated
Central,Elgeyo Marakwet,Male,6,Three,Visual,Urban,Special
Rift Valley,Bomet,Female,9,Two,Visual,Urban,Regular
Western,Kirinyaga,Male,8,Two,Visual,Urban,Regular
Coast,Turkana,Male,6,One,Visual,Urban,Regular
Eastern,Kiambu,Female,6,One,Hearing,Rural,Regular
Eastern,Uasin Gishu,Male,8,Three,Hearing,Rural,Integrated
Central,Kwale,Female,5,Pre-School,Hearing,Urban,Regular
Western,Siaya,Female,8,Two,Visual,Urban,Regular
Nairobi,Uasin Gishu,Female,6,Two,Physical,Urban,Integrated
Western,Kisii,Male,6,Three,Physical,Rural,Integrated
Nairobi,Kakamega,Female,7,One,Visual,Urban,Regular
Eastern,Kisumu,Male,7,One,Physical,Urban,Integrated
Nairobi,Busia,Female,8,Three,Visual,Rural,Integrated
Rift Valley,Vihiga,Male,7,Two,Visual,Rural,Regular
Nairobi,Nairobi,Female,7,Two,Physical,Urban,Integrated
Eastern,Trans Nzoia,Male,8,One,Visual,Urban,Integrated
Western,Machakos,Male,6,Two,Visual,Urban,Integrated
Nairobi,Kajiado,Female,9,Three,Hearing,Rural,Integrated
Nyanza,Kajiado,Male,8,Three,Visual,Urban,Regular
North Eastern,Bomet,Male,10,Three,Physical,Urban,Integrated
Western,Mombasa,Male,10,One,Hearing,Rural,Integrated
Nairobi,Tana River,Male,7,One,Physical,Urban,Regular
Nyanza,Turkana,Female,8,One,Physical,Urban,Regular
Western,Homa Bay,Female,9,One,Visual,Urban,Regular
Nairobi,Uasin Gishu,Female,5,Pre-School,Physical,Rural,Special
Western,Nyandarua,Female,10,Three,Physical,Rural,Integrated
Eastern,Nyandarua,Female,9,Three,Hearing,Urban,Special
North Eastern,West Pokot,Female,10,Three,Hearing,Urban,Integrated
Nairobi,Nyandarua,Male,9,One,Physical,Urban,Regular
North Eastern,Kwale,Female,7,One,Hearing,Urban,Regular
Nairobi,Homa Bay,Female,6,One,Physical,Urban,Integrated
Central,Trans Nzoia,Male,9,One,Visual,Urban,Regular
North Eastern,Kisii,Female,8,Two,Physical,Rural,Special
Central,Tharaka Nithi,Female,7,Three,Hearing,Urban,Regular
Nyanza,Makueni,Male,9,Three,Autism,Urban,Regular
Rift Valley,Bungoma,Female,6,Three,Visual,Urban,Integrated
Western,Garissa,Male,7,One,Visual,Rural,Regular
Central,Kericho,Male,5,Pre-School,Physical,Urban,Integrated
Nyanza,Kirinyaga,Male,7,Three,Physical,Urban,Regular
Nairobi,Vihiga,Female,5,Pre-School,Physical,Urban,Regular
Coast,Turkana,Female,5,Pre-School,Visual,Urban,Regular
Nyanza,Nairobi,Male,6,Three,Visual,Urban,Integrated
Coast,Nandi,Male,10,Three,Visual,Urban,Integrated
Nyanza,Machakos,Female,7,One,Visual,Urban,Integrated
Eastern,Homa Bay,Male,8,Two,Visual,Urban,Regular
North Eastern,Tharaka Nithi,Female,10,Two,Hearing,Rural,Special
Western,Homa Bay,Female,10,Three,Hearing,Urban,Special
Central,Samburu,Male,7,Two,Hearing,Urban,Special
North Eastern,Nandi,Female,6,One,Visual,Urban,Regular
Western,Embu,Female,5,Pre-School,Hearing,Urban,Regular
Western,Elgeyo Marakwet,Female,7,Two,Visual,Urban,Regular
Eastern,Kwale,Female,6,One,Hearing,Urban,Integrated
Nyanza,Taita Taveta,Female,10,Two,Visual,Urban,Regular
North Eastern,Homa Bay,Male,6,Three,Visual,Urban,Regular
